3,TRUE,TRUE,TRUE
1100;0110;1000;0010,40,39,0,
0010;1111;1011;0110,41,45,0,
1000;1110;1111;1001,26,27,0,
1001;1111;0000;0110,28,33,0,
1000;1110;1011;1101,34,36,0,
0011;0111;0110;0010,41,34,0,
1001;0011;0000;1010,45,36,8,
1101;1001;0100;0000,38,39,0,
1011;1110;0001;0100,35,41,0,
0010;1100;1011;0101,34,36,0,
0111;0000;1011;1100,42,31,0,
1000;0010;0011;1001,31,34,0,
0110;0111;1010;1011,36,32,0,
1110;1001;1101;1010,29,31,0,
0000;1010;1110;0100,37,33,0,
1001;0010;0100;1111,30,32,0,
0001;1011;0110;1100,42,33,0,
1111;1001;0111;0001,31,31,0,
0010;0111;1001;1100,44,37,0,
1101;0111;0001;1011,37,30,0,
0100;1000;0010;1110,30,33,0,
0001;0010;0111;0100,41,36,0,
0011;0101;1110;1000,44,41,0,
1011;0111;1001;0101,35,42,0,
0111;0001;0101;0011,33,28,0,
0001;1100;1001;0100,25,44,0,
1100;0000;0010;1110,37,24,0,
0111;0101;1100;1110,35,37,0,
1010;1111;1000;1101,36,40,0,
1011;0011;1100;0100,31,26,0,
0000;0110;0100;0010,35,36,0,
0110;1011;1101;0000,42,34,0,
0000;0001;1101;1100,37,43,0,
0111;1110;0000;1001,39,36,0,
1111;1100;0010;0001,23,19,0,
0110;0100;0011;0001,35,30,0,
1011;0111;1110;0010,34,30,0,
1001;0101;0011;1111,37,28,7,
0000;0100;0101;0001,37,39,0,
1110;0011;1011;0110,34,36,0,
1100;1000;1101;1001,38,35,0,
0111;1100;1101;0110,32,43,0,
1110;0000;0001;1111,28,29,0,
1110;1101;0001;0010,39,34,0,
0111;0110;0101;0100,36,47,0,
0000;0111;0011;0100,34,55,0,
0101;1110;1111;0100,33,39,0,
1000;1001;1011;1010,38,24,0,
1101;1000;0000;0101,41,22,0,
0010;1010;1101;0101,35,28,0,
1000;1010;0001;0011,48,43,0,
1000;0001;0100;1101,39,36,0,
0101;1111;1000;0010,34,37,0,
0100;1111;0000;1011,39,44,0,
1110;0011;0000;1101,48,33,0,
1110;1001;0001;0110,39,36,0,
0000;0011;1011;1000,46,46,0,
0100;0011;0101;0010,33,31,0,
1010;0001;0110;1101,42,41,0,
0011;1101;0101;1011,41,27,0,
1111;0010;0011;1110,48,40,0,
0110;1001;1000;0111,37,36,0,
1000;0110;0000;1110,46,30,0,
1110;1111;1100;1101,36,45,0,
0000;0110;0111;0001,45,32,0,
0100;1001;1000;0101,36,36,0,
0110;1100;1110;0100,48,38,0,
1100;1011;1000;1111,36,47,0,
1110;1011;0000;0101,38,40,0,
0001;0000;1000;1001,40,34,0,
0110;1000;1011;0101,34,36,0,
0111;0000;0010;0101,34,32,0,
1111;0100;0011;1000,29,29,0,
1100;0001;1000;0101,47,39,0,
1010;0001;1001;0010,33,47,0,
0110;1100;1001;0011,32,27,12,
0111;1110;1000;0001,31,23,0,
1010;0101;0100;1011,35,37,0,
1111;0010;1010;0111,35,40,0,
1110;0110;0101;1101,37,38,0,
0011;0110;1000;1101,37,40,0,
0110;0100;1111;1101,39,49,0,
1011;1111;0101;0001,31,35,0,
1111;1010;0110;0011,31,38,7,
0111;1000;0100;1011,37,40,0,
1100;0101;0000;1001,42,41,12,
1110;0010;0110;1010,40,28,0,
1011;1100;1110;1001,40,51,0,
0100;1001;1011;0110,27,37,0,
1111;0001;1010;0100,38,35,0,
1100;0011;1010;0101,37,43,12,
1010;0000;1100;0110,42,43,6,
0111;1011;0011;1111,35,32,0,
1100;0100;1101;0101,33,34,0,
0100;1101;1011;0010,31,46,0,
1011;1010;0010;0011,29,38,0,
1000;0100;0110;1010,37,32,0,
0010;0011;0001;0000,30,46,0,
0000;1111;1100;0011,37,23,0,
1101;0111;0011;1001,42,37,0,
1000;1111;0110;0001,29,37,0,
1000;1010;0000;0010,33,56,0,
0001;1011;1000;0010,43,34,0,
1111;0000;1010;0101,37,40,0,
0111;1101;0000;1010,30,26,0,
0001;0000;1010;1011,28,56,0,
0111;1111;0101;1101,38,28,0,
0111;1100;0011;1000,32,48,0,
1011;0010;0000;1001,33,37,0,
1010;1100;1111;1001,36,37,10,
1100;1110;1000;1010,49,37,0,
0111;1000;0101;1010,37,24,0,
0101;1100;1111;0110,40,41,5,
1010;0100;0011;1101,44,31,0,
1010;1001;0111;0100,39,43,0,
1110;1010;1011;1111,26,33,0,
1111;0111;1000;0000,34,27,0,
1111;0001;1101;0011,29,49,0,
0010;0101;0110;0001,28,31,0,
1101;0111;0100;1110,40,38,0,
1001;0100;1110;0011,32,38,0,
1110;0111;1010;0011,38,42,0,
0101;1010;0001;1110,32,38,0,
1101;0101;1001;0001,29,33,0,
1111;0111;0110;1110,51,45,0,
0001;1010;1100;0111,41,35,0,

10,FALSE,FALSE,FALSE
0111;0010;1000;1101,28,35,0,
1001;0001;1011;0011,46,47,0,
1101;0010;0000;1111,31,34,0,
1100;0011;0010;1101,46,38,0,
0010;1001;0110;1101,44,29,0,
0000;1000;0100;1100,34,37,0,
1100;0111;1111;0100,34,32,0,
1100;1010;1101;1011,38,39,0,
1010;0010;0100;1100,48,40,0,
0101;1001;1110;0010,36,39,0,
1101;1111;1001;1011,38,36,0,
0001;1100;1110;0011,41,27,0,
0110;1010;1001;0101,35,25,7,
0011;0110;0000;0101,31,39,8,
1100;1000;0010;0110,34,45,0,
0010;1111;1011;0110,30,42,0,
1001;1111;1000;1110,37,37,0,
1001;1111;0000;0110,36,32,0,
1000;1011;1110;1101,43,37,0,
0010;0110;0011;0111,41,38,0,
0100;0000;1001;1101,53,45,0,
1001;0000;0011;1010,31,40,7,
1011;0100;1110;0001,46,39,0,
1100;1011;0101;0010,29,30,0,
1100;0000;1011;0111,35,38,0,
0010;1001;0011;1000,32,51,0,
1011;0110;1010;0111,40,36,0,
1101;1110;1010;1001,32,37,0,
1111;0100;0010;1001,35,31,0,
1110;0100;1010;0000,27,33,0,
1011;0001;1100;0110,23,42,0,
0111;1001;1111;0001,34,26,0,
1001;1100;0010;0111,23,33,0,
1011;0111;1101;0001,46,31,0,
0100;0010;1110;1000,39,37,0,
0001;0111;0010;0100,40,28,0,
0011;1110;0101;1000,37,45,0,
0001;0011;0111;0101,39,34,0,
1011;0111;0101;1001,29,39,0,
0100;1100;0001;1001,36,39,0,
1100;0111;0101;1110,38,24,0,
0010;1100;0000;1110,36,26,0,
1101;1000;1111;1010,42,42,0,
1011;1100;0011;0100,30,46,0,
0000;1011;0110;1101,43,40,0,
0110;0000;0100;0010,43,32,0,
1100;0001;1101;0000,47,26,0,
1110;1001;0111;0000,31,33,0,
1111;0001;0010;1100,39,39,0,
1110;0010;0111;1011,37,44,0,
0110;0100;0001;0011,28,31,0,
1001;1111;0101;0011,42,31,9,
0100;0001;0000;0101,43,39,0,
0011;1110;0110;1011,50,30,0,
1001;1101;1000;1100,40,33,0,
0111;0110;1100;1101,33,20,0,
1111;0000;0001;1110,30,33,0,
1101;0001;1110;0010,28,31,0,
0101;0100;0111;0110,35,46,0,
0011;0000;0111;0100,37,32,0,
0100;0101;1111;1110,32,38,0,
0101;1101;0000;1000,42,51,0,
1000;1010;1011;1001,29,43,0,
0101;1010;1101;0010,35,32,0,
0100;0001;1000;1101,33,38,0,
0001;1010;1000;0011,36,48,0,
1111;0101;0010;1000,37,38,0,
0100;1011;1111;0000,35,30,0,
0011;1101;0000;1110,32,37,0,
1001;1110;0001;0110,36,45,0,
0000;1011;1000;0011,40,35,0,
0010;0011;0101;0100,34,40,0,
1010;0110;0001;1101,39,35,0,
1101;1011;0011;0101,36,31,0,
1110;1111;0010;0011,25,36,0,
1111;1100;1101;1110,29,32,0,
1110;0000;1000;0110,34,37,0,
0111;1001;0110;1000,27,30,0,
0110;0111;0001;0000,31,22,0,
0101;1000;0100;1001,36,42,0,
0110;1100;0100;1110,38,30,0,
1011;1000;1111;1100,51,24,0,
0000;1011;0101;1110,32,46,0,
0000;1000;0001;1001,26,25,0,
1011;0110;1000;0101,41,31,0,
0100;1111;1000;0011,38,42,0,
0000;0111;0101;0010,31,34,0,
0001;0101;1100;1000,38,30,0,
0001;1001;0010;1010,40,36,0,
0011;0110;1100;1001,42,52,17,
0111;1000;0001;1110,26,30,0,
0110;0101;1101;1110,55,39,0,
1010;0111;0010;1111,29,42,0,
0101;0100;1011;1010,30,37,0,
0110;1000;1101;0011,37,28,0,
1111;0100;0110;1101,36,37,0,
0001;1011;0101;1111,33,33,0,
1010;1111;0110;0011,40,34,7,
0111;1000;1011;0100,45,38,0,
0101;1001;1100;0000,48,45,18,
1110;0010;0110;1010,33,35,0,
1110;1011;1100;1001,33,46,0,
1011;0110;0100;1001,30,33,0,
0100;1111;1010;0001,35,36,0,
1010;0011;1100;0101,45,45,13,
0000;0110;1100;1010,42,28,7,
0011;0111;1011;1111,31,32,0,
1100;0100;1101;0101,33,38,0,
1101;0100;0010;1011,26,38,0,
1000;0100;1010;0110,43,46,0,
0011;1011;1010;0010,41,24,0,
0001;0000;0011;0010,31,43,0,
0000;0011;1100;1111,27,39,0,
0110;1000;1111;0001,37,54,0,
1101;0011;0111;1001,30,46,0,
0010;0000;1000;1010,40,29,0,
0010;1011;0001;1000,41,36,0,
1101;0111;1010;0000,37,41,0,
0000;1010;1111;0101,33,31,0,
0000;1011;0001;1010,37,29,0,
0111;1101;0101;1111,38,34,0,
1100;1010;1111;1001,35,42,10,
0111;0011;1000;1100,43,44,0,
0000;0010;1001;1011,42,37,0,
1000;1010;1110;1100,45,32,0,
0101;0111;1000;1010,41,34,0,
0110;1100;1111;0101,31,41,9,
0100;0011;1101;1010,29,35,0,
0111;1010;1001;0100,34,35,0,
1110;1010;1111;1011,43,39,0,
0000;1111;0111;1000,29,31,0,
1101;1111;0001;0011,29,47,0,
0010;0101;0110;0001,40,32,0,
1110;1101;0111;0100,39,37,0,
0011;1110;1001;0100,38,42,0,
1010;0111;1110;0011,38,40,0,
0101;0001;1010;1110,38,34,0,
0101;1101;0001;1001,27,35,0,
1111;1110;0111;0110,23,35,0,
0001;1100;0111;1010,41,35,0,

11,FALSE,FALSE,FALSE
1000;0010;1101;0111,30,34,0,
1011;0001;1001;0011,25,43,0,
1111;0000;1101;0010,50,31,0,
0010;1100;1101;0011,42,30,0,
1000;0000;0100;1100,34,35,0,
0110;0010;1101;1001,41,31,0,
1100;0111;0100;1111,34,42,0,
1010;1100;1011;1101,37,40,0,
1100;1010;0100;0010,33,31,0,
1001;0101;0010;1110,49,56,0,
1001;1111;1101;1011,39,48,0,
0011;0001;1100;1110,31,34,0,
1001;0101;0110;1010,32,34,8,
0110;0000;0101;0011,28,50,9,
0110;1000;1100;0010,31,39,0,
1011;1111;0010;0110,29,28,0,
1111;1110;1000;1001,32,28,0,
0110;1111;0000;1001,37,35,0,
1000;1011;1110;1101,40,38,0,
0111;0110;0010;0011,36,29,0,
0000;1001;0011;1010,36,34,8,
0000;1001;0100;1101,20,33,0,
0001;1011;1110;0100,35,38,0,
0010;1100;0101;1011,39,25,0,
0000;1100;1011;0111,39,47,0,
0011;0010;1000;1001,38,32,0,
1001;1101;1010;1110,36,38,0,
1011;0110;0111;1010,33,37,0,
0110;1100;0001;1011,37,26,0,
0000;0100;1110;1010,34,37,0,
1111;0100;1001;0010,36,34,0,
1001;0111;1111;0001,20,38,0,
1001;1100;0111;0010,43,47,0,
0111;0001;1011;1101,36,37,0,
0111;0100;0010;0001,42,41,0,
0100;1110;1000;0010,41,38,0,
0101;0011;1000;1110,43,44,0,
0111;0101;1011;1001,38,43,0,
0001;0111;0101;0011,39,41,0,
0100;1001;1100;0001,32,39,0,
0101;0111;1110;1100,34,36,0,
0000;1110;1100;0010,33,35,0,
1000;1111;1010;1101,38,50,0,
0011;0100;1100;1011,30,40,0,
0110;0100;0010;0000,26,51,0,
0000;1101;1011;0110,43,36,0,
0001;0000;1101;1100,37,45,0,
0111;1110;1001;0000,48,41,0,
1111;1100;0010;0001,37,39,0,
0010;0111;1011;1110,31,33,0,
0011;0110;0001;0100,39,28,0,
1001;0101;0011;1111,32,37,7,
0100;0000;0001;0101,26,43,0,
0110;1110;0011;1011,33,46,0,
1000;1100;1001;1101,31,30,0,
0111;0110;1101;1100,44,40,0,
1110;0000;0001;1111,39,41,0,
1101;0010;0001;1110,30,35,0,
0111;0110;0100;0101,39,42,0,
0111;0011;0100;0000,31,41,0,
0101;1111;0100;1110,45,46,0,
0101;0000;1101;1000,37,48,0,
1010;1001;1011;1000,47,36,0,
0010;0101;1010;1101,41,40,0,
0001;1101;0100;1000,39,34,0,
1010;0001;0011;1000,43,22,0,
1111;0101;0010;1000,21,44,0,
0000;0100;1011;1111,30,28,0,
0011;1110;0000;1101,41,43,0,
1001;1110;0110;0001,27,39,0,
1011;0011;1000;0000,39,38,0,
0101;0100;0011;0010,33,34,0,
0110;1101;0001;1010,43,43,0,
1101;0011;1011;0101,42,43,0,
1110;0011;0010;1111,45,30,0,
0000;0110;0111;0001,44,33,0,
1000;0000;1110;0110,31,30,0,
0110;1000;0111;1001,28,45,0,
1100;1101;1110;1111,50,43,0,
0101;0100;1001;1000,27,33,0,
1110;1100;0100;0110,36,28,0,
1011;1000;1111;1100,38,39,0,
1110;1011;0000;0101,40,37,0,
0000;0001;1000;1001,32,39,0,
1011;0110;1000;0101,44,36,0,
0000;0010;0111;0101,36,39,0,
0100;1111;0011;1000,34,40,0,
1000;0101;0001;1100,40,34,0,
0001;0010;1001;1010,38,35,0,
0110;1100;0011;1001,29,31,10,
1110;0111;0001;1000,40,39,0,
1010;0010;0111;1111,26,36,0,
1011;0100;1010;0101,43,41,0,
1101;1110;0110;0101,30,48,0,
0011;1101;0110;1000,41,30,0,
0100;1111;1101;0110,33,31,0,
1111;0101;1011;0001,29,36,0,
1010;1111;0110;0011,49,37,13,
1000;1011;0111;0100,32,37,0,
1100;0000;0101;1001,37,32,6,
1010;0010;0110;1110,40,30,0,
1011;0110;0100;1001,47,45,0,
1100;1011;1001;1110,39,39,0,
0001;0100;1010;1111,46,28,0,
1010;0101;0011;1100,36,32,10,
0011;1111;1011;0111,45,49,0,
0000;0110;1010;1100,49,34,10,
1101;0100;1100;0101,39,39,0,
1101;0010;0100;1011,42,38,0,
1010;0010;1011;0011,39,36,0,
0110;1000;1010;0100,35,32,0,
0011;0001;0010;0000,33,30,0,
1100;1111;0011;0000,43,48,0,
1101;0111;0011;1001,31,33,0,
0110;0001;1111;1000,33,28,0,
0000;1000;1010;0010,37,43,0,
0001;0010;1000;1011,34,33,0,
0000;0101;1010;1111,41,34,0,
1101;0000;1010;0111,32,37,0,
1011;0001;0000;1010,44,38,0,
0101;1111;1101;0111,38,41,0,
1100;1010;1111;1001,36,33,6,
0000;0010;1011;1001,35,44,0,
0111;1100;0011;1000,37,39,0,
1010;1000;1110;1100,43,32,0,
1010;0101;0111;1000,31,42,0,
1100;1111;0110;0101,39,49,14,
1010;1101;0100;0011,29,45,0,
1001;0111;1010;0100,35,46,0,
1111;1010;1011;1110,34,41,0,
0111;0000;1000;1111,39,30,0,
0111;1110;0100;1101,41,36,0,
0001;0010;0110;0101,41,41,0,
1101;1111;0001;0011,46,44,0,
0011;1001;1110;0100,36,41,0,
1010;1110;0101;0001,36,31,0,
0111;1110;0011;1010,29,43,0,
1001;0001;0101;1101,36,34,0,
1111;1110;0111;0110,29,27,0,
0001;1010;1100;0111,29,30,0,
